,0,1,2,3,4,5,6,7,8
0,0.7441803165635771,1.0630395076834427,0.3571375400591697,0.25085723984243163,-0.6137680199424975,1.0184576898569444,0.842101678546667,0.27748756158534,0.8661550383358847
1,5.633981176409793,4.3856851670487895,3.7792712039415894,3.7126840503469887,0.2229296517565488,4.556958881373308,5.326701688137343,6.426885430308508,4.089948599514086
2,-0.33696516924919506,-0.411481583338118,-0.29252880393195074,-0.2665209198695774,0.09510084080252783,-0.24895444044215956,-0.3551745192894798,-0.5645602962700095,-0.37127428010159247
3,1.971559766262879,1.4685259951053762,4.147676833753363,4.37955204818074,0.17644644777326846,1.348302978053462,1.112835530379879,0.3607189972684856,2.6305386770507013
4,-0.26795588292072026,-0.5703516251170073,-0.5042243871462031,-0.4655934791241927,0.18806724876908854,-0.40985693704280407,-0.28750827485900377,0.05923521551067868,-0.4473038161066625
5,-0.5949284538580176,-0.7886276173380885,-0.6245424736655739,-0.5905338839106112,0.4669664726687706,-0.639982695978152,-0.6388135292325315,-0.5391109439530147,-0.8115178748038315
6,-0.21537737905140614,-0.024252888024564573,0.029118843918177175,0.050997092667549204,0.10672164179834792,0.06461568441895492,0.07583144550081464,0.09213215793132339,0.12664530619531184
7,2.2738861635114356,2.793442192582151,2.7566783520128553,2.558793579683275,-0.21866078608461453,2.270531644772548,1.691355449986327,-0.00012494996421157794,2.2973024133299957
8,-0.3961159861021735,-0.6763558210895424,-0.599653883226473,-0.5633532712004045,1.1409729304263356,-0.5494439927022663,-0.4646016045382752,-0.1839604023780664,-0.6059503599960504
9,-0.42733447277457876,-0.49023534332799623,-0.4211916647915191,-0.3985884655667545,-0.4975600099842966,-0.5331495100276487,-0.543759031853158,-0.48764802794753653,-0.539716908887362
10,0.302192268412155,0.4856027692109446,0.809456623913773,0.8429679573699262,0.013755233831787218,0.2651048870228815,0.15560257198660507,-0.1393193147733144,0.3934257568873545
11,0.01136741888501113,-0.3111999789219409,-0.4684787193859719,-0.46684726258470766,-0.3697311990302757,-0.37538985593136065,-0.13300719564643626,0.48776230081343785,-0.2077505401940114
12,-0.557137654201948,-0.8033428527687232,-0.5409711743792902,-0.5106307937396498,0.18806724876908854,-0.6912824413566165,-0.6453175068779796,-0.4336273537246432,-0.791927442213568
13,0.43856776282318854,0.9191572056950147,-0.03316282607193053,-0.05023797525414637,-0.4626976069968364,0.8214956466124625,0.7831120301832694,0.5693267483535489,0.9445063454819396
14,0.890414280450107,2.026614924030188,0.004752989912687659,-0.2290098378016061,-1.2993952786958827,3.1239027366492045,2.545053143563062,0.7250131825244073,2.0008661787638387
15,-0.29917436959312554,-0.2487964805216568,-0.18051747455760578,-0.12879192378590582,0.23455045275236888,-0.2426584057874388,-0.29234950810086213,-0.3711794132894243,-0.114013699108463
16,-0.6097161580712622,-0.8483060721401069,-0.6166095522730702,-0.5972160199874968,0.118342442794168,-0.682928897075553,-0.6702206379748349,-0.5371652695870933,-0.8556549787162925
17,-0.627790018776339,-0.8196931143583173,-0.6398855800169698,-0.6040853406373607,-0.3232479950469953,-0.7457864371390835,-0.7143381041688758,-0.5281601141518489,-0.8675782680736812
18,0.03601359257375213,-0.13870471915172322,-0.36180563783365915,-0.4295021743833398,0.3275168607189296,-0.25352967395399006,-0.053608708941975815,0.4499105567122657,-0.26134671171789253
19,-0.35996826469202003,-0.7014262221935866,-0.5544704467648566,-0.5508507544392126,-0.9042880448379997,-0.47828396661131056,-0.36638557985550746,-0.03358439402491616,-0.6385941321698235
20,-0.47334066366022864,-0.7145064314652619,-0.40628892428419594,-0.3739118879931818,-0.28838559205953507,-0.629753105864082,-0.6094119934926415,-0.4666576551967307,-0.7181875391032366
21,0.13459828732871615,1.102007631138642,0.601410691436008,0.46857055713816853,-0.48593920898847653,0.852244444901518,0.7214049383386416,0.28786905082073083,1.2746382283354996
22,-0.5932853756121016,-0.8360433759479113,-0.6479357210945863,-0.6091181334013998,5.347702890913207,-0.7096634126663985,-0.6748321195170318,-0.48625801629596,-0.8965270105303763
23,-0.2416666309860632,-0.03787810601589298,-0.47031621715260613,-0.4994173782829311,-1.0088752538003805,-0.19169398893962575,-0.22001421570679747,-0.2568496726486825,-0.1536505799451878
